profondeur,type_roche,ph,conductivite,distance_faille,humidite,teneur_or
442.58,Calcaire,8.27,11.77,186.12,20.79,7.66
241.77,Calcaire,4.6,393.02,126.94,12.71,16.51
264.65,Basalte,5.55,352.64,259.74,14.2,12.52
103.38,Schiste,7.91,73.0,103.51,19.01,5.66
236.4,Granit,7.14,492.6,513.39,32.81,13.69
452.48,Gabbro,8.02,307.95,69.7,26.32,20.0
34.92,Basalte,7.86,255.38,223.4,33.11,11.39
433.14,Schiste,4.73,197.29,439.91,24.8,7.66
177.06,Granit,8.52,450.35,473.91,5.21,7.65
450.76,Calcaire,5.52,129.54,565.4,12.97,1.8
471.03,Schiste,6.99,150.03,705.61,32.17,2.23
338.72,Schiste,7.4,69.98,47.23,24.3,10.6
335.57,Schiste,5.26,381.97,80.62,34.45,21.18
231.85,Calcaire,8.89,301.82,60.86,9.68,13.91
419.41,Gabbro,6.7,308.44,423.15,13.9,10.0
481.19,Basalte,4.76,117.05,41.85,15.87,12.58
389.79,Gabbro,8.72,329.07,746.08,14.8,4.0
314.75,Granit,7.14,385.07,223.0,12.56,13.46
307.33,Basalte,7.65,185.37,939.21,18.3,0.0
426.24,Granit,6.86,402.66,486.4,24.27,12.23
275.19,Calcaire,8.26,180.91,446.33,14.34,4.32
403.89,Gabbro,4.65,381.49,780.54,7.39,3.97
259.35,Schiste,5.71,26.53,713.15,26.26,0.0
40.6,Basalte,6.61,280.07,607.31,18.77,2.5
198.13,Schiste,4.84,485.07,935.15,21.69,3.28
227.78,Granit,7.68,490.81,422.26,18.66,12.84
79.39,Schiste,6.27,148.06,808.53,31.71,0.0
60.22,Schiste,5.73,226.29,380.09,21.76,5.2
272.38,Calcaire,4.52,40.86,838.35,32.7,0.0
51.72,Calcaire,7.74,437.94,259.47,20.32,14.85
158.44,Gabbro,8.25,288.6,289.27,13.78,9.75
374.85,Granit,6.28,198.7,677.87,15.66,0.0
482.57,Calcaire,7.04,65.26,212.71,20.66,9.16
361.76,Calcaire,5.52,473.92,229.15,20.9,19.54
496.39,Gabbro,7.3,269.81,305.26,25.62,14.38
352.19,Basalte,4.55,148.63,678.93,11.73,0.0
153.96,Gabbro,6.7,181.61,889.39,24.77,0.0
339.31,Schiste,7.4,142.64,674.57,28.36,0.84
354.06,Schiste,8.63,304.89,827.81,25.3,2.51
192.15,Calcaire,6.22,465.68,543.56,19.45,10.76
18.68,Calcaire,7.94,429.78,68.92,34.75,20.96
354.57,Gabbro,7.19,235.59,100.47,17.14,14.53
20.63,Gabbro,8.67,414.98,554.39,8.2,6.05
319.28,Granit,6.29,217.32,327.8,29.65,9.34
90.17,Schiste,5.94,133.63,220.57,11.37,4.22
287.15,Gabbro,8.49,491.87,466.26,26.4,15.82
256.92,Basalte,4.72,158.9,666.5,10.37,0.0
16.62,Granit,5.11,168.62,384.99,5.51,0.0
187.8,Gabbro,4.87,494.95,802.54,9.79,5.07
304.53,Calcaire,8.29,75.62,738.52,16.31,0.0
425.82,Gabbro,4.55,382.66,734.91,8.2,5.76
445.43,Calcaire,8.38,468.55,985.19,10.93,3.3
247.09,Calcaire,6.53,260.78,295.23,27.94,12.17
366.93,Schiste,4.52,11.24,644.73,28.1,0.0
165.06,Schiste,6.31,193.78,855.48,29.52,0.0
177.67,Gabbro,5.34,64.67,579.52,30.23,1.39
105.29,Gabbro,7.31,213.93,789.5,17.61,0.0
285.35,Basalte,7.56,397.11,414.45,31.03,14.46
164.14,Granit,6.69,224.97,590.49,20.78,1.19
51.34,Granit,4.68,221.64,55.67,19.12,10.97
345.65,Gabbro,7.45,282.83,985.77,26.56,0.0
356.8,Schiste,8.29,295.03,800.02,11.41,0.0
186.4,Basalte,7.74,429.59,868.81,28.68,4.29
47.59,Granit,8.23,161.09,694.29,17.88,0.0
218.89,Gabbro,5.4,412.62,186.05,8.82,15.36
226.74,Schiste,8.5,287.31,31.03,8.58,13.09
337.65,Schiste,5.95,157.26,864.66,9.95,0.0
164.55,Schiste,4.56,154.61,396.33,31.72,5.63
344.47,Calcaire,8.3,186.96,263.86,34.73,12.88
437.03,Schiste,8.74,315.12,561.67,15.71,6.59
126.37,Gabbro,7.45,123.1,420.9,13.76,1.85
489.67,Basalte,5.54,460.96,651.67,11.56,9.4
199.32,Gabbro,5.63,291.71,483.79,29.71,9.72
140.96,Schiste,6.6,460.81,697.23,11.28,4.53
216.54,Basalte,8.54,32.74,853.42,32.72,0.0
56.25,Granit,5.17,177.88,195.56,25.02,7.4
71.6,Granit,8.22,21.18,329.43,31.91,1.89
213.07,Gabbro,5.81,143.4,436.82,21.62,4.55
383.6,Basalte,8.14,432.38,962.06,25.72,4.46
451.15,Gabbro,8.64,27.94,365.33,23.58,5.45
335.76,Basalte,6.42,223.71,381.1,29.94,9.79
61.56,Basalte,6.14,67.61,653.47,30.08,0.0
339.29,Gabbro,8.11,214.25,419.2,22.69,8.25
321.36,Basalte,6.88,421.04,951.22,23.98,2.83
404.82,Schiste,7.58,315.3,894.47,32.66,2.91
414.37,Basalte,7.3,371.01,513.41,32.9,13.1
435.42,Basalte,5.19,181.06,644.78,24.93,3.87
212.92,Gabbro,8.3,472.75,58.03,5.23,18.89
351.95,Granit,5.38,357.54,695.73,8.13,2.84
141.44,Calcaire,8.7,216.68,707.2,30.74,1.69
499.67,Basalte,5.63,218.97,359.2,7.54,7.94
95.91,Calcaire,7.8,460.16,219.68,11.41,15.06
14.96,Basalte,5.78,292.44,915.08,11.92,0.0
82.92,Gabbro,5.93,356.13,426.7,23.01,10.62
390.18,Gabbro,5.9,214.35,653.71,22.3,3.97
228.92,Basalte,7.87,119.61,33.33,13.68,9.46
229.28,Gabbro,7.01,364.54,414.07,11.23,9.73
477.96,Gabbro,8.47,307.83,817.26,27.94,6.05
460.62,Basalte,5.88,255.66,387.58,33.06,12.45
162.49,Granit,7.61,315.77,603.16,6.58,0.66
112.44,Basalte,7.89,112.06,209.86,9.0,3.19
425.76,Granit,5.18,399.03,416.53,24.26,13.61
453.95,Gabbro,6.3,474.6,927.64,29.13,8.61
275.38,Granit,6.67,446.64,566.45,28.74,10.79
318.42,Gabbro,6.1,167.5,901.93,26.59,0.0
135.89,Granit,5.95,208.94,902.02,31.62,0.0
402.39,Granit,7.59,406.12,944.15,11.52,0.0
319.74,Basalte,5.47,301.61,895.39,8.22,0.0
256.72,Granit,7.69,278.48,3.28,23.46,15.94
39.45,Gabbro,8.71,464.05,934.01,29.67,3.68
458.81,Basalte,7.04,272.65,137.46,22.46,16.04
311.57,Granit,7.25,262.32,39.93,33.89,17.81
104.42,Basalte,4.81,30.59,55.39,28.87,7.98
307.13,Calcaire,8.39,44.01,348.92,26.02,4.29
341.96,Basalte,5.78,13.64,620.8,6.81,0.0
267.63,Calcaire,7.27,457.49,402.31,8.23,12.44
361.87,Calcaire,8.91,210.11,25.55,28.55,16.67
294.91,Basalte,7.18,239.6,476.48,10.95,4.72
474.41,Gabbro,7.76,424.24,442.13,5.87,12.68
36.31,Gabbro,6.5,308.53,756.85,32.32,3.95
62.06,Gabbro,4.77,308.66,279.61,31.72,13.84
95.1,Schiste,8.09,155.3,217.53,11.55,4.7
348.18,Calcaire,4.66,418.62,255.94,28.41,19.14
326.34,Basalte,7.65,91.26,303.74,6.44,2.64
447.11,Gabbro,4.6,36.04,599.16,13.55,0.0
369.11,Gabbro,8.38,103.89,471.53,23.71,4.08
259.09,Basalte,5.21,141.19,336.89,27.9,7.09
496.0,Calcaire,6.81,148.33,374.31,5.31,5.35
140.39,Basalte,7.19,338.55,370.92,14.79,9.17
418.26,Schiste,6.56,116.73,972.41,11.43,0.0
219.13,Schiste,6.03,341.56,233.0,34.96,16.45
327.88,Basalte,6.61,54.65,818.06,25.13,0.0
366.36,Calcaire,5.9,82.13,708.21,17.17,0.0
320.54,Gabbro,6.47,259.32,5.57,7.27,14.85
78.85,Schiste,6.12,461.73,993.18,22.96,0.1
227.05,Schiste,7.05,431.19,756.44,24.25,6.35
285.1,Calcaire,5.57,484.69,682.45,29.49,11.94
426.03,Schiste,8.95,328.73,405.32,13.66,9.61
227.39,Schiste,6.75,341.15,555.2,34.44,9.03
460.19,Calcaire,5.37,316.26,253.27,18.18,15.27
225.78,Basalte,6.65,315.18,35.48,13.88,15.28
278.9,Gabbro,8.4,82.09,836.02,15.45,0.0
400.18,Gabbro,4.6,276.43,896.48,20.59,1.66
295.7,Schiste,7.56,199.17,162.47,33.1,13.4
480.51,Gabbro,6.97,226.84,787.06,27.05,3.47
333.56,Basalte,5.26,266.56,741.15,22.31,3.21
266.13,Schiste,8.18,72.91,178.38,9.88,4.37
21.56,Gabbro,6.16,186.15,421.83,9.48,1.58
212.73,Granit,5.82,41.09,422.76,20.07,0.0
156.63,Granit,8.23,490.04,759.96,26.86,7.16
376.57,Granit,7.37,68.08,837.66,27.53,0.0
112.06,Granit,8.54,136.68,94.78,11.78,5.78
110.56,Granit,7.33,446.73,562.97,8.0,5.11
102.86,Schiste,7.83,246.53,761.75,16.53,0.0
71.55,Calcaire,8.26,76.46,786.19,32.55,0.0
162.39,Calcaire,4.75,198.27,147.99,21.36,11.54
444.1,Schiste,7.99,66.78,525.51,14.6,0.19
389.71,Schiste,7.26,108.11,857.56,14.71,0.0
370.27,Basalte,4.81,35.49,318.52,8.96,2.34
400.7,Calcaire,6.79,224.73,425.12,19.2,8.42
142.01,Granit,4.87,405.25,804.36,28.74,4.33
444.85,Schiste,7.81,297.12,89.32,34.06,19.53
77.28,Granit,6.96,307.11,859.49,20.05,0.0
174.81,Calcaire,8.79,108.29,311.16,10.02,2.94
297.51,Gabbro,5.32,178.51,1.45,25.49,16.05
60.42,Gabbro,7.23,424.17,234.16,27.7,17.22
367.76,Schiste,5.45,53.05,89.5,7.15,6.62
199.75,Basalte,7.26,430.39,92.38,30.5,21.21
394.36,Granit,7.75,247.01,692.84,29.88,4.47
251.52,Schiste,7.75,420.2,213.98,19.18,15.79
98.63,Basalte,8.17,165.82,934.74,21.81,0.0
370.03,Granit,8.34,176.03,516.44,26.4,4.5
133.55,Calcaire,4.85,378.29,460.1,25.3,11.21
250.5,Gabbro,6.04,394.65,434.28,5.5,9.28
47.01,Basalte,7.59,122.53,692.59,8.67,0.0
312.75,Granit,6.74,486.71,452.26,9.88,11.0
336.27,Schiste,5.36,51.4,128.6,27.67,8.68
195.55,Granit,6.99,43.57,880.17,18.2,0.0
477.67,Schiste,6.33,301.8,428.4,21.37,10.83
438.34,Gabbro,6.26,364.14,74.0,28.18,21.98
356.89,Gabbro,8.14,480.83,529.37,15.23,12.59
359.69,Granit,6.33,208.42,647.35,27.47,2.61
133.68,Granit,4.62,22.39,275.58,18.27,1.28
331.84,Schiste,4.76,305.42,800.34,16.32,0.82
107.12,Schiste,8.35,151.95,669.78,14.99,0.0
80.56,Basalte,8.82,222.14,650.34,33.95,2.84
499.74,Basalte,7.6,249.35,420.82,28.16,11.47
314.96,Basalte,6.14,41.61,961.92,5.61,0.0
221.18,Granit,8.72,248.13,274.19,33.72,11.43
151.2,Basalte,7.48,218.9,577.71,28.26,3.95
305.92,Granit,8.3,359.15,309.06,9.48,9.88
34.3,Gabbro,7.95,326.38,744.8,7.29,0.0
56.39,Calcaire,6.21,100.76,47.79,14.25,8.13
26.1,Gabbro,6.65,111.01,45.89,23.73,9.87
254.59,Granit,5.34,132.99,810.86,23.5,0.0
304.3,Granit,5.81,97.69,434.27,13.28,0.69
40.62,Calcaire,8.0,332.03,341.18,18.37,9.46
363.4,Schiste,8.52,497.27,607.53,11.36,9.24
122.89,Schiste,7.76,329.53,701.9,6.52,0.0
345.75,Schiste,6.59,307.27,201.2,20.51,14.37
491.13,Basalte,4.89,210.86,185.43,15.41,12.74
348.64,Schiste,4.76,163.16,958.15,21.29,0.0
442.76,Basalte,6.18,456.43,589.66,33.4,14.91
474.62,Basalte,6.59,484.81,390.12,9.3,14.85
248.51,Schiste,7.24,253.42,801.44,5.06,0.0
354.14,Schiste,4.53,152.2,525.16,7.31,0.86
427.46,Calcaire,8.95,387.36,241.66,18.88,16.34
184.74,Calcaire,6.14,74.9,206.74,26.21,7.55
138.08,Basalte,8.32,385.14,396.86,22.42,11.08
473.83,Calcaire,6.91,411.28,859.9,19.85,6.01
365.89,Basalte,5.09,71.2,61.45,15.62,9.39
117.64,Granit,8.09,488.66,218.53,14.3,14.58
230.05,Basalte,7.69,492.9,893.15,16.29,3.9
400.26,Basalte,6.87,468.99,121.73,23.35,22.1
278.06,Calcaire,6.82,253.06,629.63,10.03,1.65
328.48,Granit,4.89,130.58,213.51,28.14,9.51
379.35,Gabbro,7.45,295.18,605.87,22.26,7.77
314.78,Gabbro,8.6,215.77,383.1,13.07,6.56
274.64,Gabbro,4.92,110.91,101.68,20.03,11.29
377.31,Granit,5.69,217.6,582.48,33.88,6.38
366.51,Schiste,8.56,335.31,683.04,5.61,2.29
318.64,Granit,5.78,44.75,680.27,10.99,0.0
186.3,Calcaire,7.44,173.37,637.03,18.45,0.1
208.85,Basalte,6.91,18.72,500.22,24.15,0.0
485.51,Basalte,7.18,377.25,519.47,11.37,10.14
65.07,Calcaire,6.37,323.94,635.64,32.94,6.36
141.57,Calcaire,5.85,40.71,690.26,24.28,0.0
251.28,Basalte,4.72,482.72,654.88,31.32,11.81
420.0,Schiste,7.85,21.08,586.95,14.88,0.0
90.2,Schiste,7.86,299.08,155.84,29.87,13.31
145.71,Schiste,7.52,390.42,210.62,16.35,13.32
42.24,Calcaire,7.4,396.07,260.22,12.58,11.27
355.93,Basalte,5.6,26.8,919.66,32.35,0.0
126.72,Basalte,4.6,454.14,759.4,7.77,3.58
200.45,Basalte,8.14,460.04,552.87,33.29,12.61
227.41,Granit,6.71,285.08,252.06,18.76,9.97
446.74,Granit,5.88,246.22,110.89,34.78,17.23
211.55,Gabbro,4.96,31.99,898.76,21.19,0.0
81.16,Granit,4.78,285.36,892.67,27.72,0.0
266.91,Schiste,6.07,210.6,110.7,5.21,8.9
481.85,Schiste,8.12,388.68,797.22,19.9,5.96
307.77,Schiste,8.63,207.9,446.65,27.12,7.18
491.86,Schiste,8.54,344.95,323.97,28.48,15.14
422.14,Gabbro,8.64,59.69,739.1,9.74,0.0
27.62,Schiste,8.58,75.15,614.33,17.57,0.0
332.62,Calcaire,6.87,78.46,780.03,17.57,0.0
150.52,Calcaire,5.49,32.31,74.33,8.11,4.78
284.21,Calcaire,8.09,275.25,318.59,18.29,10.04
146.88,Granit,5.46,399.04,319.32,29.21,13.55
180.95,Basalte,5.7,309.1,329.75,14.01,9.3
462.35,Gabbro,5.55,291.73,502.48,17.98,9.35
111.26,Calcaire,6.82,343.51,283.01,33.83,14.53
438.31,Calcaire,5.95,176.43,444.38,5.95,4.24
24.92,Schiste,5.19,187.36,367.78,22.75,4.2
54.53,Calcaire,6.54,163.99,735.3,27.3,0.0
428.79,Schiste,8.43,358.93,603.5,27.83,9.59
318.97,Schiste,7.07,89.2,653.63,26.48,0.0
376.15,Basalte,8.45,16.38,210.58,26.79,7.2
112.61,Granit,5.38,302.14,325.5,6.77,5.83
273.17,Schiste,5.25,471.77,21.17,21.02,22.26
371.24,Schiste,7.09,308.61,108.37,28.49,17.75
317.38,Basalte,6.58,393.63,265.05,7.82,13.31
241.13,Schiste,7.47,339.67,65.46,5.36,13.28
480.29,Gabbro,8.08,253.74,602.63,29.44,9.21
341.32,Granit,7.88,362.01,998.13,26.37,0.0
454.8,Gabbro,8.74,413.81,100.82,17.37,21.32
367.59,Calcaire,6.29,120.12,821.23,33.21,0.0
370.38,Granit,5.43,174.7,118.82,28.0,13.14
49.21,Calcaire,6.98,119.63,669.91,34.04,0.0
186.14,Schiste,5.0,231.56,643.16,32.88,3.47
430.6,Basalte,5.8,443.68,902.72,19.44,4.73
123.98,Gabbro,5.44,179.15,113.95,27.64,12.5
66.6,Calcaire,6.28,193.49,315.44,25.08,7.02
169.79,Schiste,5.0,431.58,90.78,29.34,20.48
118.01,Gabbro,4.64,262.53,407.38,28.63,9.85
463.39,Gabbro,7.46,272.37,911.59,9.6,0.0
435.3,Calcaire,7.25,431.79,781.52,12.01,6.35
254.84,Schiste,7.69,250.36,722.9,12.97,0.0
40.06,Basalte,7.47,343.96,533.03,29.55,7.65
360.14,Calcaire,5.01,51.97,883.49,29.32,0.0
315.47,Gabbro,5.81,97.53,449.44,19.86,3.5
485.57,Gabbro,5.08,208.14,149.69,22.42,15.86
283.89,Granit,8.29,252.47,837.59,29.81,0.53
174.83,Schiste,7.86,483.21,279.64,14.38,14.55
264.32,Granit,5.41,485.62,53.63,6.51,18.26
489.84,Basalte,6.04,427.09,126.04,19.48,20.95
351.22,Calcaire,8.85,164.64,609.06,32.41,4.63
339.27,Gabbro,7.17,482.37,607.08,28.71,13.69
127.93,Schiste,8.11,347.78,260.18,16.0,10.43
374.37,Gabbro,5.69,202.54,727.18,6.94,0.0
377.63,Granit,5.45,353.82,773.64,24.11,4.94
165.47,Granit,8.03,18.1,920.5,30.03,0.0
247.02,Calcaire,7.59,81.62,584.94,24.95,0.0
154.36,Schiste,7.56,416.55,779.42,17.75,3.08
136.77,Schiste,6.99,326.33,753.1,8.7,0.0
22.69,Calcaire,7.04,188.46,257.81,32.32,9.47
149.75,Granit,7.81,255.33,310.23,13.28,6.21
281.45,Granit,5.72,453.52,478.48,11.73,9.51
10.78,Granit,6.09,319.47,19.04,29.48,15.98
148.78,Gabbro,8.42,205.09,297.4,34.44,11.11
441.89,Basalte,5.89,68.96,473.88,24.8,3.99
300.89,Granit,6.96,153.94,108.07,23.74,10.41
307.85,Basalte,7.66,489.39,126.28,14.58,19.89
207.65,Basalte,9.0,224.31,463.24,5.61,2.13
341.47,Schiste,6.46,241.2,730.97,10.75,0.0
103.07,Calcaire,6.43,254.31,833.75,22.53,0.0
411.19,Gabbro,8.29,443.21,546.31,9.54,10.63
67.18,Basalte,8.12,305.92,474.75,31.52,7.8
331.44,Gabbro,7.79,349.9,384.28,10.64,10.63
177.16,Schiste,6.58,200.81,192.95,20.66,8.95
376.28,Granit,5.96,24.25,146.56,20.36,5.9
279.38,Basalte,7.24,466.18,791.9,23.12,7.07
231.65,Calcaire,8.44,475.07,465.01,14.82,11.71
93.02,Schiste,8.48,475.08,790.32,31.21,6.66
322.04,Gabbro,4.99,472.41,704.08,18.33,9.54
487.64,Granit,6.43,409.47,193.9,26.0,18.79
414.55,Gabbro,6.59,345.45,510.31,24.08,11.39
39.4,Calcaire,8.9,423.81,444.02,8.51,8.08
194.35,Basalte,7.55,304.27,423.87,23.68,9.15
463.54,Calcaire,6.33,75.84,542.57,21.52,2.28
256.49,Gabbro,4.62,201.7,982.08,31.96,0.0
334.43,Gabbro,7.04,485.93,812.9,31.43,10.21
457.17,Calcaire,4.93,182.06,903.71,9.53,0.0
438.16,Calcaire,8.26,435.24,29.64,7.45,20.72
255.89,Calcaire,7.89,55.67,140.34,13.84,6.24
224.45,Granit,6.57,173.75,84.76,34.6,12.85
176.45,Gabbro,6.43,181.97,263.23,5.65,5.74
362.32,Schiste,8.54,35.29,441.89,25.19,1.97
150.62,Granit,5.8,68.36,642.05,23.26,0.0
132.44,Granit,5.62,104.65,500.83,24.4,0.0
184.56,Granit,8.73,420.53,903.18,11.55,0.0
96.84,Schiste,8.14,41.07,939.86,11.8,0.0
350.61,Calcaire,8.19,156.36,163.52,17.92,10.8
311.96,Gabbro,5.38,14.99,852.91,7.88,0.0
246.61,Basalte,5.14,350.86,481.72,7.24,6.95
201.26,Basalte,4.62,313.95,453.33,7.65,6.06
455.44,Gabbro,5.57,326.04,784.94,22.19,5.78
24.27,Schiste,7.98,193.45,93.14,16.93,8.74
386.86,Basalte,5.58,112.05,882.49,13.81,0.0
451.94,Granit,7.78,362.96,670.86,14.47,5.38
228.71,Basalte,5.63,407.45,875.26,11.22,0.56
279.84,Gabbro,6.28,77.91,994.48,17.35,0.0
472.79,Granit,8.92,248.55,518.0,11.09,4.65
114.02,Basalte,5.6,131.87,93.26,25.94,9.91
264.87,Gabbro,6.19,92.37,166.52,8.72,6.13
242.61,Schiste,5.85,369.82,323.62,33.45,14.57
136.61,Gabbro,4.99,273.67,103.55,7.69,11.54
411.11,Schiste,6.7,115.93,815.34,33.3,0.0
450.8,Granit,6.2,161.9,296.87,30.0,9.76
393.15,Gabbro,7.63,483.66,975.89,25.42,6.99
105.73,Calcaire,8.18,425.85,702.59,32.37,7.82
52.51,Calcaire,6.95,441.17,173.43,9.18,14.03
306.67,Calcaire,4.64,235.41,476.04,10.29,5.14
37.98,Calcaire,7.29,315.67,466.88,12.56,4.71
339.68,Calcaire,4.75,194.62,492.51,12.34,4.31
269.91,Schiste,7.27,48.08,535.69,14.33,0.0
334.77,Gabbro,7.58,206.52,31.17,22.27,15.57
299.18,Granit,5.39,301.05,686.3,5.85,0.49
217.12,Calcaire,8.19,150.7,487.19,16.47,2.17
108.43,Calcaire,8.6,425.5,790.97,12.39,2.94
159.79,Granit,8.16,84.04,815.35,23.2,0.0
267.01,Granit,5.87,189.89,230.54,34.56,11.72
329.42,Calcaire,7.14,71.2,48.42,20.53,11.08
391.95,Schiste,8.62,208.37,703.23,17.77,0.91
385.91,Granit,5.94,29.43,977.76,16.05,0.0
486.62,Gabbro,8.19,143.55,446.66,28.55,8.82
150.06,Gabbro,4.54,206.36,259.61,7.16,6.62
44.84,Schiste,4.52,244.3,156.67,33.79,12.61
179.37,Basalte,7.92,276.41,287.45,17.54,9.02
374.21,Schiste,7.93,144.75,327.92,14.41,5.33
224.67,Calcaire,8.05,266.29,423.87,34.22,10.43
410.72,Basalte,8.69,259.41,655.41,33.08,7.12
279.17,Calcaire,5.03,164.93,273.16,24.26,9.74
465.6,Gabbro,5.54,416.8,50.98,5.56,20.0
474.45,Granit,8.57,277.36,373.28,27.46,11.58
43.96,Calcaire,5.3,172.81,855.63,15.07,0.0
233.64,Gabbro,7.57,474.2,498.35,16.65,12.3
308.75,Schiste,6.89,424.11,964.78,9.76,0.0
135.38,Calcaire,4.87,491.47,503.62,20.7,12.7
209.47,Gabbro,5.78,349.19,275.9,27.34,14.81
342.06,Granit,6.84,195.33,193.31,13.19,8.19
121.1,Calcaire,8.34,147.62,694.52,33.16,0.3
304.97,Gabbro,7.68,335.03,536.38,10.84,6.91
351.75,Calcaire,7.3,490.6,604.0,6.99,9.47
54.34,Granit,6.73,317.09,755.13,24.33,0.3
253.79,Calcaire,5.84,441.99,725.9,30.48,9.73
138.91,Calcaire,5.04,171.26,43.36,33.59,14.83
364.95,Gabbro,6.34,209.41,802.57,28.02,1.86
102.88,Basalte,4.63,454.07,532.7,10.99,7.65
447.2,Calcaire,5.45,380.86,391.71,34.33,17.66
221.16,Basalte,6.45,490.89,537.52,32.58,14.2
107.02,Schiste,6.38,389.63,612.45,9.9,3.52
224.63,Calcaire,4.7,229.77,149.51,21.76,12.6
210.28,Basalte,7.15,270.22,417.42,21.67,7.92
220.17,Schiste,6.97,451.25,335.59,18.28,13.73
296.93,Gabbro,4.85,280.31,350.41,34.53,14.27
265.38,Calcaire,8.74,135.14,91.33,6.79,7.69
83.39,Gabbro,4.95,223.45,159.84,23.82,12.1
42.13,Schiste,8.35,262.99,161.83,11.16,8.37
367.41,Gabbro,4.5,57.39,373.22,20.82,5.33
284.26,Gabbro,8.47,374.44,894.49,28.39,4.07
185.91,Granit,4.59,63.58,206.03,12.4,2.6
406.1,Schiste,7.91,208.41,416.19,16.8,6.6
200.15,Gabbro,6.13,404.26,311.61,33.52,17.42
400.02,Basalte,7.82,239.11,787.38,27.84,2.45
159.82,Schiste,6.31,422.59,50.13,22.18,18.78
45.69,Granit,4.82,177.52,196.54,11.66,4.82
466.99,Calcaire,7.95,479.24,210.64,17.76,20.21
203.33,Gabbro,4.82,112.64,992.96,28.22,0.0
398.42,Basalte,8.65,28.75,570.78,29.62,0.91
146.78,Granit,4.73,437.49,138.96,12.34,14.67
326.72,Schiste,6.66,378.58,272.2,24.86,15.16
437.92,Gabbro,7.75,123.67,167.82,7.85,8.5
30.41,Granit,6.27,492.52,124.6,5.7,14.77
417.01,Granit,5.48,256.12,797.18,21.46,1.23
289.95,Basalte,7.92,476.02,495.75,11.73,11.28
307.66,Calcaire,8.03,257.46,631.21,7.37,1.27
266.35,Calcaire,8.65,241.22,331.25,26.89,10.67
438.49,Calcaire,6.19,230.08,553.7,19.94,6.24
31.28,Schiste,6.78,174.09,257.57,28.89,7.71
137.9,Granit,6.13,271.51,308.04,24.92,9.31
439.12,Schiste,5.66,231.75,652.24,26.89,4.64
378.65,Granit,7.88,28.01,150.35,14.22,4.9
18.65,Basalte,6.03,137.61,617.22,12.9,0.0
263.33,Basalte,6.43,114.43,852.23,23.03,0.0
269.49,Schiste,6.32,435.04,120.42,11.0,16.47
206.43,Schiste,7.71,303.45,897.46,29.46,0.3
155.72,Basalte,8.63,384.2,79.45,20.69,17.11
344.05,Gabbro,7.5,478.84,348.91,11.81,15.73
111.82,Calcaire,6.62,325.58,610.51,23.76,5.32
401.48,Calcaire,8.01,491.48,559.41,33.35,16.46
403.49,Basalte,7.38,162.76,96.39,7.46,9.74
213.48,Calcaire,4.77,101.27,798.91,8.28,0.0
148.94,Gabbro,4.93,207.62,973.15,30.32,0.0
149.1,Gabbro,4.67,240.69,181.23,8.29,9.87
246.32,Granit,6.56,448.73,895.13,6.18,0.0
362.59,Schiste,8.22,284.37,556.81,15.44,4.86
185.85,Calcaire,5.91,153.17,935.93,19.0,0.0
308.92,Gabbro,6.23,373.89,176.09,22.08,17.97
197.42,Schiste,8.59,257.86,792.02,20.22,0.0
159.22,Schiste,8.27,89.44,59.78,32.4,10.77
22.18,Granit,7.49,292.64,883.2,28.06,0.0
11.92,Schiste,5.7,456.58,674.16,34.51,8.85
121.33,Schiste,5.03,422.89,370.25,19.29,11.83
209.14,Basalte,4.57,297.54,190.47,7.53,10.55
427.12,Granit,4.98,194.77,816.53,33.67,1.14
401.26,Granit,5.82,52.62,603.24,5.12,0.0
140.91,Calcaire,6.98,240.13,360.42,28.28,9.03
129.82,Schiste,4.79,378.52,443.84,5.94,6.36
121.39,Calcaire,5.11,186.53,826.54,27.84,0.0
176.23,Gabbro,5.31,125.37,338.93,33.14,8.19
254.12,Schiste,7.34,466.38,89.63,16.68,19.27
224.95,Gabbro,7.27,412.56,911.28,12.23,1.09
116.95,Basalte,6.98,322.76,387.34,11.79,7.55
73.92,Schiste,5.63,77.02,348.39,19.75,0.98
16.16,Calcaire,6.17,81.01,204.4,10.13,2.43
85.44,Calcaire,4.94,60.58,897.42,25.19,0.0
355.62,Schiste,5.52,311.99,217.51,16.05,12.99
129.38,Calcaire,8.54,66.63,636.67,14.69,0.0
239.61,Schiste,8.91,422.89,880.77,18.84,1.72
299.74,Granit,7.41,496.55,34.91,21.28,21.61
444.55,Calcaire,8.63,189.51,828.79,9.26,0.0
445.54,Schiste,7.39,232.3,410.6,26.23,9.92
375.41,Schiste,4.65,358.72,657.97,31.49,8.58
27.23,Calcaire,8.99,469.2,372.4,13.34,11.29
291.78,Granit,4.95,448.11,695.52,10.41,5.44
395.43,Calcaire,7.57,38.22,254.29,27.82,7.49
18.47,Schiste,5.64,92.85,21.93,10.51,6.27
279.35,Granit,6.26,379.75,947.79,6.24,0.0
430.3,Gabbro,7.41,347.56,16.37,23.58,22.12
242.31,Basalte,6.46,75.28,824.1,12.19,0.0
12.01,Calcaire,5.63,256.01,169.14,10.15,9.14
15.4,Schiste,6.01,392.6,392.22,34.45,12.28
214.15,Granit,6.04,117.2,822.49,13.76,0.0
85.95,Granit,8.82,436.93,205.93,32.1,16.48
335.58,Gabbro,8.09,35.96,865.71,10.35,0.0
357.31,Calcaire,6.56,393.28,497.76,29.57,13.35
